Port Name,Latitude,Longitude,Port_Type,Port Size,UN/LOCODE,Source URL
Portrush Harbor,"55° 12' 23"" N","6° 39' 29"" W",Harbor,Very Small,GBPTR,http://www.worldportsource.com/ports/GBR_Portrush_Harbor_4548.php
Portpatrick Harbor,"54° 50' 29"" N","5° 7' 7"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Portpatrick_Harbor_3816.php
ConocoPhillips Ferndale Refinery *,"48° 49' 36"" N","122° 42' 43"" W",Seaport,Small,USFDT,http://www.worldportsource.com/ports/USA_WA_ConocoPhillips_Ferndale_Refinery_4125.php
Alcoa Intalco Works,"48° 50' 30"" N","122° 42' 54"" W",Seaport,Small,USFDT,http://www.worldportsource.com/ports/USA_WA_Alcoa_Intalco_Works_4126.php
Portmahomack Harbor,"57° 50' 16"" N","3° 49' 41"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/GBR_Portmahomack_Harbor_3843.php
Portland Port,"50° 34' 59"" N","2° 26' 25"" W",Harbor,Small,GBPTL,http://www.worldportsource.com/ports/GBR_Portland_Port_1367.php
Porthgain Harbor,"51° 56' 54"" N","5° 10' 56"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/GBR_Porthgain_Harbor_3846.php
Port William Harbor,"54° 45' 38"" N","4° 35' 7"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Port_William_Harbor_3811.php
Port of Portnaguran,"58° 15' 26"" N","6° 9' 52"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Port_of_Portnaguran_2848.php
Portavogie Harbour,"54° 27' 25"" N","5° 26' 22"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Portavogie_Harbour_2907.php
Port St. Mary Harbor,"54° 4' 19"" N","4° 44' 6"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Port_St_Mary_Harbor_3822.php
Port Penrhyn,"53° 14' 8"" N","4° 7' 1"" W",Harbor,Small,GBPPE,http://www.worldportsource.com/ports/GBR_Port_Penrhyn_2913.php
Porthmadog Harbor,"52° 55' 13"" N","4° 7' 44"" W",Harbor,Small,GBPMD,http://www.worldportsource.com/ports/GBR_Porthmadog_Harbor_4543.php
Port Talbot,"51° 34' 50"" N","3° 47' 52"" W",Harbor,Small,GBPTB,http://www.worldportsource.com/ports/GBR_Port_Talbot_1008.php
Port Logan Harbor,"54° 43' 25"" N","4° 57' 32"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/GBR_Port_Logan_Harbor_3817.php
Port Erin Harbor,"54° 5' 7"" N","4° 46' 0"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Port_Erin_Harbor_3824.php
Port of Port of Ness,"58° 29' 33"" N","6° 13' 31"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Port_of_Port_of_Ness_2845.php
Port Ellen Harbor,"55° 37' 40"" N","6° 11' 20"" W",Harbor,Very Small,GBPLN,http://www.worldportsource.com/ports/GBR_Port_Ellen_Harbor_4545.php
Port Edgar,"55° 59' 41"" N","3° 24' 45"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/GBR_Port_Edgar_4466.php
Port Askaig Harbor,"55° 50' 53"" N","6° 6' 15"" W","Pier, Jetty or Wharf",Very Small,GBPAK,http://www.worldportsource.com/ports/GBR_Port_Askaig_Harbor_4544.php
Poole Harbour,"50° 42' 52"" N","1° 59' 18"" W",Harbor,Small,GBPOO,http://www.worldportsource.com/ports/GBR_Poole_Harbour_1366.php
Port of Plymouth,"50° 21' 53"" N","4° 9' 23"" W",Seaport,Medium,GBPLY,http://www.worldportsource.com/ports/GBR_Port_of_Plymouth_1007.php
Port of Istanbul *,"41° 0' 46"" N","28° 59' 57"" E",Deepwater Seaport,Very Large,TRIST,http://www.worldportsource.com/ports/TUR_Port_of_Istanbul_3090.php
Port of Haydarpasa *,"41° 0' 3"" N","28° 57' 30"" E",Seaport,Medium,TRHAY,http://www.worldportsource.com/ports/TUR_Port_of_Haydarpasa_2063.php
Port of Gemlik *,"40° 25' 4"" N","29° 7' 0"" E",Seaport,Medium,TRGEM,http://www.worldportsource.com/ports/TUR_Port_of_Gemlik_2083.php
Port of Derince,"40° 44' 56"" N","29° 50' 1"" E",Seaport,Small,TRDRC,http://www.worldportsource.com/ports/TUR_Port_of_Derince_2064.php
Sutton Harbour,"50° 22' 2"" N","4° 7' 58"" W",Harbor,Small,GBPLY,http://www.worldportsource.com/ports/GBR_Sutton_Harbour_2824.php
Port of Ambarli *,"40° 57' 54"" N","28° 41' 28"" E",Seaport,Medium,,http://www.worldportsource.com/ports/TUR_Port_of_Ambarli_2079.php
Port of Aliaga *,"38° 49' 3"" N","26° 56' 57"" E",Seaport,Medium,TRALI,http://www.worldportsource.com/ports/TUR_Port_of_Aliaga_3630.php
Falmouth Harbor *,"41° 32' 48"" N","70° 36' 15"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_MA_Falmouth_Harbor_3804.php
Dardanelles Strait *,"40° 15' 53"" N","26° 31' 30"" E",Waterway Region,Large,TRCKZ,http://www.worldportsource.com/ports/TUR_Dardanelles_Strait_2077.php
Port of Fall River *,"41° 42' 18"" N","71° 10' 0"" W",Seaport,Medium,USFAV,http://www.worldportsource.com/ports/USA_MA_Port_of_Fall_River_1514.php
Port of Excursion Inlet *,"58° 24' 57"" N","135° 26' 41"" W",Harbor,Small,USEXI,http://www.worldportsource.com/ports/USA_AK_Port_of_Excursion_Inlet_3500.php
Port of Evansville *,"37° 58' 15"" N","87° 35' 22"" W",River Port,Small,,http://www.worldportsource.com/ports/USA_IN_Port_of_Evansville_4849.php
Kaskaskia Regional Port,"38° 5' 26"" N","89° 56' 23"" W",River Port,Small,,http://www.worldportsource.com/ports/USA_IL_Kaskaskia_Regional_Port_5484.php
Fairport Harbor *,"41° 45' 14"" N","81° 16' 43"" W",Harbor,Small,USFPT,http://www.worldportsource.com/ports/USA_OH_Fairport_Harbor_4124.php
Humboldt Bay Harbor *,"40° 47' 40"" N","124° 11' 25"" W",Seaport,Medium,USEKA,http://www.worldportsource.com/ports/USA_CA_Humboldt_Bay_Harbor_170.php
Port of Eufaula,"31° 54' 24"" N","85° 8' 37"" W",River Port,Very Small,USEUF,http://www.worldportsource.com/ports/USA_AL_Port_of_Eufaula_3565.php
Port of Everett *,"47° 58' 56"" N","122° 13' 26"" W",Seaport,Medium,USPAE,http://www.worldportsource.com/ports/USA_WA_Port_of_Everett_163.php
Port of Erie *,"42° 8' 32"" N","80° 6' 8"" W",Seaport,Medium,USERI,http://www.worldportsource.com/ports/USA_PA_Port_of_Erie_1617.php
Port of Escanaba,"45° 45' 27"" N","87° 3' 21"" W",Seaport,Small,USESC,http://www.worldportsource.com/ports/USA_MI_Port_of_Escanaba_3740.php
Port of Epes,"32° 41' 0"" N","88° 6' 3"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_AL_Port_of_Epes_4837.php
Port of Elizabeth,"40° 40' 11"" N","74° 9' 1"" W",Seaport,Large,USEZA,http://www.worldportsource.com/ports/USA_NJ_Port_of_Elizabeth_4123.php
El Segundo Off-Shore Oil Terminal,"33° 53' 7"" N","118° 27' 22"" W",Off-Shore Terminal,Very Small,USELS,http://www.worldportsource.com/ports/USA_CA_El_Segundo_Off_Shore_Oil_Terminal_1578.php
Port of Edmonds *,"47° 48' 32"" N","122° 23' 26"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_WA_Port_of_Edmonds_3870.php
Edgartown Harbor *,"41° 23' 9"" N","70° 30' 26"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_MA_Edgartown_Harbor_3805.php
Penn Terminals *,"39° 51' 8"" N","75° 20' 29"" W",Seaport,Small,USESX,http://www.worldportsource.com/ports/USA_PA_Penn_Terminals_3609.php
Port of Eastport,"44° 54' 24"" N","66° 59' 27"" W","Pier, Jetty or Wharf",Very Small,USEPM,http://www.worldportsource.com/ports/USA_ME_Port_of_Eastport_1787.php
Port of Mississippi County,"36° 55' 50"" N","89° 6' 53"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_MO_Port_of_Mississippi_County_5481.php
Port of Dubuque,"42° 30' 12"" N","90° 39' 10"" W",River Port,Small,USDBQ,http://www.worldportsource.com/ports/USA_IA_Port_of_Dubuque_1512.php
Eddyville Riverport,"37° 3' 46"" N","88° 4' 19"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_KY_Eddyville_Riverport_4844.php
Cattewater Harbour *,"50° 21' 46"" N","4° 6' 50"" W",Harbor,Small,GBPLY,http://www.worldportsource.com/ports/GBR_Cattewater_Harbour_2823.php
Plockton Harbor,"57° 20' 14"" N","5° 38' 59"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Plockton_Harbor_4529.php
Indiana Harbor *,"41° 40' 24"" N","87° 26' 20"" W",Seaport,Medium,USECH,http://www.worldportsource.com/ports/USA_IN_Indiana_Harbor_1786.php
Port of Duluth *,"46° 45' 35"" N","92° 6' 55"" W",Harbor,Small,USDLH,http://www.worldportsource.com/ports/USA_MN_Port_of_Duluth_101.php
Drift River Marine Terminal,"60° 32' 59"" N","152° 7' 59"" W",Off-Shore Terminal,Very Small,USDRF,http://www.worldportsource.com/ports/USA_AK_Drift_River_Marine_Terminal_4122.php
Peterhead Bay Harbour,"57° 29' 59"" N","1° 46' 42"" W",Harbor,Small,GBPHD,http://www.worldportsource.com/ports/GBR_Peterhead_Bay_Harbour_1364.php
Penzance Harbour,"50° 7' 5"" N","5° 31' 51"" W",Harbor,Small,GBPEN,http://www.worldportsource.com/ports/GBR_Penzance_Harbour_1363.php
Pierowall Pier,"59° 19' 24"" N","2° 58' 31"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Pierowall_Pier_4522.php
Penarth Harbor,"51° 26' 51"" N","3° 10' 42"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Penarth_Harbor_5054.php
Pembroke Port,"51° 41' 53"" N","4° 57' 6"" W",Seaport,Small,GBPEM,http://www.worldportsource.com/ports/GBR_Pembroke_Port_3845.php
Peel Harbor,"54° 13' 27"" N","4° 41' 53"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Peel_Harbor_3821.php
Port of Perth,"56° 22' 52"" N","3° 25' 40"" W",River Port,Small,GBPER,http://www.worldportsource.com/ports/GBR_Port_of_Perth_2922.php
Port of Par,"50° 20' 38"" N","4° 42' 15"" W",Seaport,Small,GBPAR,http://www.worldportsource.com/ports/GBR_Port_of_Par_4474.php
Moclett Pier,"59° 19' 37"" N","2° 53' 27"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Moclett_Pier_4513.php
Paignton Harbour,"50° 25' 55"" N","3° 33' 24"" W",Harbor,Small,GBPGN,http://www.worldportsource.com/ports/GBR_Paignton_Harbour_2931.php
Padstow Harbour,"50° 32' 25"" N","4° 56' 9"" W",Harbor,Small,GBPAD,http://www.worldportsource.com/ports/GBR_Padstow_Harbour_2909.php
Norwich Harbor,"52° 37' 46"" N","1° 18' 25"" E",River Port,Very Small,GBNRW,http://www.worldportsource.com/ports/GBR_Norwich_Harbor_4540.php
Nigg Oil Terminal,"57° 41' 44"" N","4° 1' 49"" W","Pier, Jetty or Wharf",Small,GBNGG,http://www.worldportsource.com/ports/GBR_Nigg_Oil_Terminal_4539.php
Out Skerries Harbour,"60° 25' 19"" N","0° 45' 9"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Out_Skerries_Harbour_2149.php
Port of Partington,"53° 25' 35"" N","2° 25' 21"" W",River Port,Very Small,GBPTT,http://www.worldportsource.com/ports/GBR_Port_of_Partington_4491.php
North Ronaldsay Pier,"59° 21' 19"" N","2° 26' 28"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_North_Ronaldsay_Pier_4512.php
Penryn Harbor,"50° 10' 5"" N","5° 5' 50"" W",Harbor,Small,GBPRY,http://www.worldportsource.com/ports/GBR_Penryn_Harbor_4534.php
Port of Oban,"56° 24' 42"" N","5° 28' 35"" W",Harbor,Small,GBOBA,http://www.worldportsource.com/ports/GBR_Port_of_Oban_2811.php
Newport Harbour,"50° 42' 16"" N","1° 17' 28"" W",Harbor,Small,GBNPO,http://www.worldportsource.com/ports/GBR_Newport_Harbour_2890.php
Port of Newport,"51° 33' 32"" N","2° 59' 8"" W",Harbor,Small,GBNPT,http://www.worldportsource.com/ports/GBR_Port_of_Newport_1006.php
Fakaofo Harbor,"9° 23' 23"" S","171° 13' 5"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/TKL_Fakaofo_Harbor_4216.php
Nukunonu Harbor,"9° 10' 17"" S","171° 48' 54"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/TKL_Nukunonu_Harbor_4215.php
Port of Mississippi County,"36° 35' 10"" N","89° 12' 51"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_MO_Port_of_Mississippi_County_4827.php
Port of South Louisiana,"29° 56' 44"" N","90° 21' 19"" W",River Port,Small,USNEW,http://www.worldportsource.com/ports/USA_LA_Port_of_South_Louisiana_4101.php
Port of Demopolis,"32° 31' 5"" N","87° 48' 51"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_AL_Port_of_Demopolis_3564.php
Detroit/Wayne County Port Authority *,"42° 15' 27"" N","83° 7' 20"" W",Seaport,Medium,USDET,http://www.worldportsource.com/ports/USA_MI_Detroit_Wayne_County_Port_Authority_99.php
Port of Delaware City *,"39° 35' 1"" N","75° 35' 31"" W",Seaport,Small,,http://www.worldportsource.com/ports/USA_DE_Port_of_Delaware_City_4121.php
De Tour State Dock,"45° 59' 48"" N","83° 53' 58"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_MN_De_Tour_State_Dock_5490.php
Port of Decatur,"34° 37' 14"" N","86° 59' 11"" W",River Port,Small,,http://www.worldportsource.com/ports/USA_AL_Port_of_Decatur_4834.php
Port of Davenport,"41° 31' 23"" N","90° 34' 0"" W",River Port,Small,,http://www.worldportsource.com/ports/USA_IL_Port_of_Davenport_5488.php
Dana Point Harbor *,"33° 27' 33"" N","117° 41' 57"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_CA_Dana_Point_Harbor_3718.php
Cuttyhunk Harbor,"41° 25' 31"" N","70° 55' 36"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/USA_MA_Cuttyhunk_Harbor_5479.php
Atafu Harbor,"8° 33' 46"" S","172° 29' 49"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/TKL_Atafu_Harbor_4214.php
Port of Dillingham *,"59° 2' 22"" N","158° 27' 47"" W",Harbor,Small,USDLG,http://www.worldportsource.com/ports/USA_AK_Port_of_Dillingham_3482.php
Port of Crockett *,"38° 3' 26"" N","122° 13' 8"" W",Seaport,Small,USCRM,http://www.worldportsource.com/ports/USA_CA_Port_of_Crockett_3755.php
Cutler Harbor,"44° 39' 22"" N","67° 12' 26"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/USA_ME_Cutler_Harbor_4175.php
Cundy Harbor,"43° 47' 38"" N","69° 53' 21"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/USA_ME_Cundy_Harbor_4163.php
Dames Point *,"30° 23' 24"" N","81° 33' 32"" W",Seaport,Small,,http://www.worldportsource.com/ports/USA_FL_Dames_Point_4118.php
Somers Cove Marina *,"37° 58' 37"" N","75° 51' 35"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_MD_Somers_Cove_Marina_3731.php
Criehaven Harbor,"43° 50' 3"" N","68° 53' 28"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/USA_ME_Criehaven_Harbor_4158.php
Newlyn Harbour,"50° 6' 15"" N","5° 32' 50"" W",Harbor,Small,GBNYL,http://www.worldportsource.com/ports/GBR_Newlyn_Harbour_2904.php
Newhaven Harbour,"50° 47' 13"" N","0° 3' 17"" E",Harbor,Small,GBNHV,http://www.worldportsource.com/ports/GBR_Newhaven_Harbour_2903.php
Port of Newcastle upon Tyne,"54° 57' 54"" N","1° 35' 43"" W",River Port,Small,GBNCL,http://www.worldportsource.com/ports/GBR_Port_of_Newcastle_upon_Tyne_4538.php
Newburgh Harbor,"56° 21' 13"" N","3° 14' 16"" W","Pier, Jetty or Wharf",Very Small,GBNBU,http://www.worldportsource.com/ports/GBR_Newburgh_Harbor_4537.php
New Holland Terminal,"53° 42' 23"" N","0° 21' 49"" W",River Port,Small,GBNHO,http://www.worldportsource.com/ports/GBR_New_Holland_Terminal_3857.php
Crescent City Harbor *,"41° 44' 41"" N","124° 11' 24"" W",Off-Shore Terminal,Small,USCEC,http://www.worldportsource.com/ports/USA_CA_Crescent_City_Harbor_3583.php
Neath Harbour,"51° 38' 34"" N","3° 50' 14"" W",River Port,Small,GBNET,http://www.worldportsource.com/ports/GBR_Neath_Harbour_2902.php
Nairn Harbor,"57° 35' 25"" N","3° 51' 38"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Nairn_Harbor_3842.php
Port of Mostyn,"53° 19' 16"" N","3° 15' 47"" W",Harbor,Small,GBCHE,http://www.worldportsource.com/ports/GBR_Port_of_Mostyn_2901.php
Port of Montrose,"56° 42' 16"" N","2° 28' 7"" W",Harbor,Small,GBMON,http://www.worldportsource.com/ports/GBR_Port_of_Montrose_1362.php
Moaness Pier,"58° 54' 58"" N","3° 18' 45"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Moaness_Pier_4510.php
Crane Lake,"48° 16' 2"" N","92° 28' 58"" W",Harbor,Small,,http://www.worldportsource.com/ports/USA_MN_Crane_Lake_5487.php
Mid Yell Harbour,"60° 35' 54"" N","1° 3' 32"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Mid_Yell_Harbour_2145.php
Port of Mistley,"51° 56' 43"" N","1° 5' 3"" E",Harbor,Small,GBMIS,http://www.worldportsource.com/ports/GBR_Port_of_Mistley_2898.php
Port of Milford Haven,"51° 42' 41"" N","5° 2' 21"" W",Harbor,Small,GBMLF,http://www.worldportsource.com/ports/GBR_Port_of_Milford_Haven_1361.php
Millport Harbor,"55° 45' 3"" N","4° 55' 55"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Millport_Harbor_4487.php
Port of Miavaig,"58° 12' 6"" N","6° 57' 10"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Port_of_Miavaig_2837.php
Coolkeeragh ESB,"55° 2' 48"" N","7° 14' 45"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/GBR_Coolkeeragh_ESB_4536.php
Mevagissey Harbor,"50° 16' 9"" N","4° 47' 4"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/GBR_Mevagissey_Harbor_4475.php
Port of Methil,"56° 11' 0"" N","3° 0' 21"" W",Seaport,Small,GBMTH,http://www.worldportsource.com/ports/GBR_Port_of_Methil_2875.php
Sea Mounting Centre,"50° 53' 41"" N","1° 25' 39"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Sea_Mounting_Centre_3830.php
Port of Manchester,"53° 28' 17"" N","2° 17' 30"" W",River Port,Medium,GBMNC,http://www.worldportsource.com/ports/GBR_Port_of_Manchester_4489.php
Port of Craig *,"55° 28' 48"" N","133° 8' 38"" W",Harbor,Small,USCGA,http://www.worldportsource.com/ports/USA_AK_Port_of_Craig_3479.php
Port of Corpus Christi *,"27° 48' 46"" N","97° 24' 26"" W",Seaport,Large,USCRP,http://www.worldportsource.com/ports/USA_TX_Port_of_Corpus_Christi_30.php
Corea Harbor,"44° 23' 56"" N","67° 58' 17"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/USA_ME_Corea_Harbor_4166.php
Port of Cordova,"33° 45' 25"" N","87° 10' 5"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_AL_Port_of_Cordova_3563.php
Port of Cordova *,"60° 33' 0"" N","145° 45' 36"" W",Harbor,Small,USCDV,http://www.worldportsource.com/ports/USA_AK_Port_of_Cordova_3478.php
Manchester Ship Canal *,"53° 23' 41"" N","2° 34' 34"" W",Canal,Medium,GBMNC,http://www.worldportsource.com/ports/GBR_Manchester_Ship_Canal_2897.php
Oregon International Port of Coos Bay *,"43° 23' 3"" N","124° 13' 8"" W",Seaport,Medium,USCOB,http://www.worldportsource.com/ports/USA_OR_Oregon_International_Port_of_Coos_Bay_199.php
Port of South Louisiana,"30° 0' 49"" N","90° 49' 55"" W",River Port,Small,,http://www.worldportsource.com/ports/USA_LA_Port_of_South_Louisiana_4117.php
Meanish Harbor,"57° 27' 21"" N","6° 44' 45"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/GBR_Meanish_Harbor_3867.php
Port of Conneaut *,"41° 58' 6"" N","80° 32' 54"" W",Seaport,Small,USCDY,http://www.worldportsource.com/ports/USA_OH_Port_of_Conneaut_2942.php
Port of Cold Bay,"55° 12' 21"" N","162° 42' 8"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/USA_AK_Port_of_Cold_Bay_3578.php
Port of Clarkston *,"46° 25' 34"" N","117° 3' 25"" W",River Port,Small,USCKL,http://www.worldportsource.com/ports/USA_WA_Port_of_Clarkston_3581.php
Port of Columbus,"32° 26' 50"" N","84° 59' 0"" W",River Port,Very Small,USCSG,http://www.worldportsource.com/ports/USA_GA_Port_of_Columbus_821.php
Port of Claiborne,"31° 34' 34"" N","87° 31' 7"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_AL_Port_of_Claiborne_3570.php
Port of Columbia,"31° 17' 11"" N","85° 5' 50"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_AL_Port_of_Columbia_3562.php
Port of Clayton *,"44° 14' 11"" N","76° 5' 14"" W",Harbor,Small,USCLY,http://www.worldportsource.com/ports/USA_NY_Port_of_Clayton_3753.php
Port of Cleveland *,"41° 30' 14"" N","81° 42' 27"" W",Seaport,Small,USCLE,http://www.worldportsource.com/ports/USA_OH_Port_of_Cleveland_97.php
Port of Cincinnati *,"39° 5' 41"" N","84° 31' 29"" W",River Port,Small,USCVG,http://www.worldportsource.com/ports/USA_OH_Port_of_Cincinnati_1785.php
Port of Chignik,"56° 17' 49"" N","158° 23' 9"" W",Deepwater Seaport,Small,,http://www.worldportsource.com/ports/USA_AK_Port_of_Chignik_5483.php
Port of Chicago *,"41° 41' 22"" N","87° 33' 58"" W",Seaport,Large,USCHI,http://www.worldportsource.com/ports/USA_IL_Port_of_Chicago_105.php
Mallaig Harbour,"57° 0' 25"" N","5° 49' 38"" W",Harbor,Small,GBMLG,http://www.worldportsource.com/ports/GBR_Mallaig_Harbour_2896.php
Port of Claiborne County,"31° 59' 40"" N","91° 4' 57"" W",River Port,Very Small,,http://www.worldportsource.com/ports/USA_MS_Port_of_Claiborne_County_1547.php
Maldon Harbour,"51° 43' 53"" N","0° 41' 12"" E",Harbor,Small,GBMAL,http://www.worldportsource.com/ports/GBR_Maldon_Harbour_2895.php
Macduff Harbour,"57° 40' 16"" N","2° 29' 53"" W",Harbor,Small,GBMCD,http://www.worldportsource.com/ports/GBR_Macduff_Harbour_2799.php
Lympstone Harbor,"50° 38' 52"" N","3° 25' 58"" W",Harbor,Small,,http://www.worldportsource.com/ports/GBR_Lympstone_Harbor_3880.php
Lymington Harbour *,"50° 45' 15"" N","1° 31' 39"" W",Seaport,Medium,GBLYM,http://www.worldportsource.com/ports/GBR_Lymington_Harbour_1359.php
